install_datetime,player_id,platform,country,screen_size,system_memory
2020-11-27 19:46:56.535000,000202d6b244a61f8d7a6643a6b59592,ios,US,8.28220844268799,2999
2020-12-02 22:18:32.307000,00020d30dd8b690d75624ab6f2578d54,android,US,5.87801170349121,3348
2020-11-27 19:06:11.880000,00020eac3d7e4f058b87eac1a9a85c25,ios,US,6.05534839630127,3859
2020-11-24 21:34:40.485000,0002113ddfbabf3301e9bde5b49be87d,ios,US,5.49353408813477,2973
2020-11-23 22:34:28.328000,0002150e32a44efc5257f5b54fc80987,android,US,4.57178688049316,3581
2020-11-28 18:08:09.695000,000227266c0b834d4c97bd124ccdf080,ios,US,5.49353408813477,2973
2020-11-26 02:44:05.610000,00023b96edfdba24f7812cf09bf41fb4,android,US,5.14326000213623,3581
2020-12-03 23:56:11.505000,00024c9219c46dc4ce65045d3b3b1e45,ios,GB,6.05534839630127,3859
2020-11-29 22:02:40.662000,00024ccf964792a79aa27f6ab576cea5,android,US,7.08655881881714,1929
2020-11-28 20:03:22.553000,000252f2a1d94dca7d636c2a207ae9c8,android,US,5.4172215461731,3827
2020-11-19 16:06:43.858000,00025a3925b488f9ff46b5cbf0c0eb62,ios,US,4.68639087677002,989
2020-11-19 16:24:43.858000,00025a3925b488f9ff46b5cbf0c0eb62,ios,US,4.68639087677002,989
2020-11-19 16:44:43.858000,00025a3925b488f9ff46b5cbf0c0eb62,ios,US,4.68639087677002,989
2020-11-19 20:20:43.858000,00025a3925b488f9ff46b5cbf0c0eb62,ios,US,4.68639087677002,989
2020-11-17 01:40:15.825000,0002794b7192ee4a81513891bde72e4a,ios,CA,6.05534839630127,3859
2020-12-02 17:19:11.215000,00027f3e445dd788b0bc376989505837,ios,GB,4.69440984725952,2966
2020-11-16 22:14:29.678000,0002811ad836fad5077dc48a857e92f0,ios,CA,6.05534839630127,2845
2020-11-15 23:05:55.827000,00028b3ec44484d9f2f7ae034e1f46ea,ios,US,5.49353408813477,2973
2020-11-28 10:50:54.567000,0002960a6532a2ee9916818b51fbabba,android,US,5.14326000213623,3581
2020-11-21 20:39:37.744000,000299d3338d371fbddecfeace91e73c,android,US,4.58938980102539,1876
2020-12-04 07:23:03.790000,00029e6896d2284f635c8964fc83a3e6,android,GB,5.95234394073486,3727
2020-11-21 22:07:17.416000,0002a32d97f9585d1a554e85805d1fe5,android,US,7.65604639053345,3886
2020-12-03 20:56:37.049000,0002aeafc4389a39b076201bf65b5918,ios,US,9.69696998596191,1981
2020-11-25 09:10:05.517000,0002b4b59b8fbb42d2394264f8b49eab,android,US,5.87801170349121,5576
2020-11-23 15:05:16.399000,0002bdd09e2afdc565647cb76935eaae,ios,US,4.69440984725952,2007
2020-12-03 16:41:58.599000,0002cb5d2f16b94654a493543751b09e,android,GB,8.32993125915527,3575
2020-11-21 18:03:34.948000,0002ccf2f76ee093568578dcfaa5fec5,android,US,9.43398094177246,1944
2020-12-04 19:12:46.072000,0002d2b2d9c35a3e441ce32a7e306976,ios,CA,4.69440984725952,2001
2020-12-01 18:21:46.072000,0002d2b2d9c35a3e441ce32a7e306976,ios,CA,4.69440984725952,2001
2020-11-16 21:20:57.785000,0002d7f20d557156e5cc890683668f89,ios,US,4.69440984725952,1974
2020-11-28 14:58:31.532000,0002f59a37885a491fc38cb880d0121c,ios,CA,4.69440984725952,1974
2020-11-30 10:55:31.190000,0002f9d634e5a9dbff821730032055e2,ios,US,4.69440984725952,2965
2020-11-30 16:22:31.190000,0002f9d634e5a9dbff821730032055e2,ios,US,4.69440984725952,2965
2020-12-03 13:07:11.684000,0002febb773d84ce6d9cf6ac8dedbf0f,android,US,5.14326000213623,3347
2020-11-21 14:58:24.494000,00030611aab0cdf097754b669315be04,android,US,6.17514753341675,2794
2020-11-21 11:47:52.351000,000324ee29800623108de384162d23ad,android,CA,4.58939027786255,3538
2020-11-26 21:30:36.842000,0003435058364f4a34fae18e2917c40e,android,US,5.08993434906006,1844
2020-12-05 09:17:27.631000,000345c632654afcfb469987d2c7a323,android,CA,7.08655881881714,1819
2020-11-26 13:46:02.199000,00036292b00118af07217c30b65858bc,android,US,5.24501705169678,5009
2020-11-29 22:28:18.557000,000365f771c3ac70ec5bfc3b5b4291d9,ios,US,6.05534839630127,2845
2020-12-04 14:12:36.551000,00036c07d6b5bc6156306686732ad206,android,US,5.87801170349121,3348
2020-11-22 17:40:57.788000,0003746772e11ccbbd0cdcba72889fc9,android,CA,5.03115320205688,1831
2020-11-23 19:28:36.874000,000386e6a7f258eeeb29210b6a4f5cb0,android,US,8.38576126098633,3646
2020-11-15 16:19:48.828000,00039efb6ae05d0c79d357581782c2fd,ios,US,5.49353408813477,3000
2020-11-15 08:41:50.199000,0003a00458d123c9c74a6005d39bbb32,ios,US,6.05534839630127,3859
2020-11-22 20:50:47.560000,0003ab9149e466b52ba7a18c7f8641ed,android,US,5.03115320205688,1831
2020-11-29 20:56:59.724000,0003bf1b4e520246272f009d51b136d4,ios,CA,6.46520853042603,3758
2020-12-06 15:38:51.233000,0003c448c57cd7ec7678321c456291c8,android,US,5.03115320205688,2819
2020-11-15 11:43:31.075000,00040c75be643df5691dac0527a0b953,ios,US,6.05534839630127,2845
2020-11-22 21:10:03.750000,00043309efb138fc60cedc45ef966030,android,US,4.58938980102539,1876
2020-11-22 16:53:17.094000,000445eb96006c5a2f4e404d5a5bf5b2,android,US,4.58938980102539,1730
2020-11-24 22:15:39.539000,00045293af004ac41d9cf029e7157f8c,ios,US,6.05534839630127,2845
2020-11-24 08:57:30.283000,00045c8bdb71dc851c39dd6cbee1f656,android,CA,5.1939001083374,1708
2020-11-24 02:13:07.311000,00045ebbe33b77290aff5fd1aadaf077,android,US,5.48853015899658,3579
2020-12-06 01:42:57.590000,00046c46626fe904ead1aa6ff22df3f7,android,US,4.58938980102539,1850
2020-11-28 11:53:23.343000,0004874b0a70cc5990e200977d17c9fd,ios,US,6.05534839630127,2845
2020-11-29 15:30:22.393000,0004abfdf9728dadeb298b7f4e7d7837,android,US,9.43398094177246,1897
2020-11-25 18:59:23.163000,0004b98db24eda9d2fb7eafa3ec2ff1f,ios,GB,4.69440984725952,2001
2020-11-22 18:32:22.577000,0004bb6789e23242b0daa1c3b2c5cd6a,ios,US,5.85857963562012,3786
2020-11-21 12:27:22.577000,0004bb6789e23242b0daa1c3b2c5cd6a,ios,US,5.85857963562012,3786
2020-11-19 22:16:36.354000,0004c56a4ac08bd0b975717f49609af6,ios,US,5.49353408813477,2973
2020-11-20 16:28:14.017000,0004c9526b36984178056ed8c77247d2,ios,GB,4.69440984725952,2965
2020-12-03 18:10:45.496000,0004cae9251e3d122d7f96a8d3a873c4,ios,US,3.99962377548218,2013
2020-11-17 16:55:45.401000,0004cd8f6e69c10c5f253bfd8f8e1db6,ios,GB,6.05534839630127,2845
2020-11-23 16:45:43.523000,0004d978af4223a4f9181a31cfdb2d69,android,AU,5.30117893218994,2788
2020-11-22 16:56:13.489000,0004dd779c0d9ab7ab5486b6de4e4b9d,android,US,4.58939027786255,1839
2020-11-20 18:28:33.029000,0004e37856b62866eafc547aa9909102,ios,GB,6.46520853042603,3766
2020-11-20 20:57:33.029000,0004e37856b62866eafc547aa9909102,ios,GB,6.46520853042603,3766
2020-11-30 19:18:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-27 07:06:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-29 08:52:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-27 06:37:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-27 06:49:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-12-01 15:46:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-27 06:39:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-27 10:11:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-29 18:33:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-27 07:08:37.163000,00050cfcd3db7c262c2a6ce488ce5467,ios,US,3.99962377548218,2011
2020-11-18 07:55:23.407000,000522386143d313564208971d57ff56,ios,GB,6.05534839630127,3859
2020-11-21 11:09:29.849000,00052be9787a01337f879b07339ce5c3,ios,US,4.69440984725952,2007
2020-11-17 20:27:29.620000,000531d8e06fbeb02bc2032b15dcd3d3,android,GB,5.04606580734253,7425
2020-11-22 17:44:37.536000,00056481038f50894a14b86c1bc8d2f2,ios,US,7.85276079177856,1988
2020-11-29 11:32:29.759000,0005773f3ed4fb7d41ad4d57a2177654,android,GB,5.83309078216553,1725
2020-12-03 20:01:28.857000,00058292d7f3523e98be88a12981f991,ios,GB,4.69440984725952,1975
2020-12-02 21:52:28.857000,00058292d7f3523e98be88a12981f991,ios,GB,4.69440984725952,1975
2020-11-19 19:05:20.556000,00058292d7f3523e98be88a12981f991,ios,GB,4.69440984725952,1974
2020-12-03 18:42:28.857000,00058292d7f3523e98be88a12981f991,ios,GB,4.69440984725952,1975
2020-12-06 20:00:01.221000,0005836408bc61ae2c7858ad05a5c5cd,ios,US,5.49353408813477,2973
2020-11-29 19:27:07.658000,000592904487eaf00ba17eed5ce9e05f,android,US,5.10675954818726,2821
2020-11-21 19:58:07.038000,0005973ccba873bdfc1fbba8de020fe7,ios,US,4.69440984725952,2001
2020-11-22 14:25:07.038000,0005973ccba873bdfc1fbba8de020fe7,ios,US,4.69440984725952,2001
2020-11-21 20:38:07.038000,0005973ccba873bdfc1fbba8de020fe7,ios,US,4.69440984725952,2001
2020-11-22 11:56:07.038000,0005973ccba873bdfc1fbba8de020fe7,ios,US,4.69440984725952,2001
2020-11-15 12:03:09.439000,0005e48f0cf36d25f43a3e1895c4dc32,ios,AU,6.05534839630127,3859
2020-11-15 17:21:09.439000,0005e48f0cf36d25f43a3e1895c4dc32,ios,AU,6.05534839630127,3859
2020-11-16 18:23:00.856000,000637e12680128e3010435ff77a0913,ios,US,10.2272729873657,2951
2020-11-26 16:57:15.069000,00064dd9fd727676a3254e57fd11a070,ios,GB,9.69696998596191,1981
2020-11-24 21:04:48.267000,00065563c4fef6e72028c1a4ef0d1de5,android,US,5.21644401550293,3832
2020-12-03 19:36:48.348000,00066ade0cfa6a030d3925e504db0e53,ios,US,6.05534839630127,2845
2020-12-02 17:20:48.348000,00066ade0cfa6a030d3925e504db0e53,ios,US,6.05534839630127,2845
2020-11-22 23:23:51.666000,00067ace77ccbee3dd2cccdfa29b0c35,ios,US,9.69696998596191,1980
2020-11-22 17:27:51.666000,00067ace77ccbee3dd2cccdfa29b0c35,ios,US,9.69696998596191,1980
2020-11-18 18:15:31.526000,0006842d98f8d1b8499e99219b58be0f,ios,GB,8.28220844268799,2999
2020-11-20 15:20:31.526000,0006842d98f8d1b8499e99219b58be0f,ios,GB,8.28220844268799,2999
2020-11-29 18:59:52.138000,0006a46ebb40ccc8ed3a16a96119fe6f,android,US,9.43398094177246,1427
2020-11-22 09:02:30.829000,0006b58e11dfba7893acbdcbd33fa7e5,ios,US,6.05534839630127,3844
2020-11-22 12:44:26.072000,0006bd840ec3bb7df82d1f40a044f4ce,android,US,6.06423997879028,3574
2020-11-25 13:35:06.221000,0006c0962da4f6f6eaed95930a75dd4e,ios,US,6.05534839630127,2845
2020-12-04 16:35:11.911000,0006c1e0e29486eae8992e2b168e8ff2,ios,US,4.69440984725952,1975
2020-11-26 09:13:14.364000,0006cebf422f7b9cbb7bbfcac7c52e5d,ios,US,6.05534839630127,2845
2020-11-26 17:10:14.364000,0006cebf422f7b9cbb7bbfcac7c52e5d,ios,US,6.05534839630127,2845
2020-12-04 20:03:14.364000,0006cebf422f7b9cbb7bbfcac7c52e5d,ios,US,6.05534839630127,2845
2020-11-26 12:17:14.364000,0006cebf422f7b9cbb7bbfcac7c52e5d,ios,US,6.05534839630127,2845
2020-12-01 19:24:28.344000,0006df1d84ef0bea714236acab883726,android,US,7.417715549468991,975
2020-12-01 17:45:03.150000,0006f583b541f774852ac8a5f4c80a78,android,US,5.77545785903931,7477
2020-12-02 11:33:10.399000,0006f8628378a6ae1a743b0a4943e0a1,ios,GB,9.69696998596191,1980
2020-11-25 11:23:16.185000,0006f9eb7772befbdd6ad4233dc88b47,android,US,7.08655881881714,1455
2020-11-27 11:36:52.644000,0007052aa0af487a628ecb17965a1112,ios,US,6.05534839630127,2845
2020-11-26 11:05:52.644000,0007052aa0af487a628ecb17965a1112,ios,US,6.05534839630127,2845
2020-11-27 05:45:52.644000,0007052aa0af487a628ecb17965a1112,ios,US,6.05534839630127,2845
2020-11-27 15:35:52.644000,0007052aa0af487a628ecb17965a1112,ios,US,6.05534839630127,2845
2020-11-28 15:36:13.339000,000705d221ffb6000d7bef87824ab6f9,ios,US,4.69440984725952,2965
2020-11-29 18:33:11.196000,00070e2e733254385060f989f0df837b,android,US,4.5368480682373,2821
2020-11-25 00:06:44.215000,0007127e86dbc570fe87490a6b2e8fff,ios,US,4.68639087677002,2007
2020-11-22 20:09:48.085000,000718834e66e663ce1c379aec9ebc12,android,CA,5.76693248748779,7469
2020-12-06 01:30:18.416000,000719754136b0c5887f5e182df4f1d5,android,US,4.58938980102539,1876
2020-11-24 16:38:37.809000,0007338461ee77a15e6781d077bc1129,android,GB,5.21644401550293,2683
2020-11-21 12:34:34.789000,00073e3918649a52e7cbb329f1ece01b,ios,US,4.69440984725952,2965
2020-11-21 16:02:19.640000,00073e73fc04abf325eb90095036edc8,ios,US,5.85857963562012,3778
2020-11-29 19:36:06.058000,000746959e937e421c62e55baf4ddba2,android,US,5.14326000213623,5579
2020-11-30 08:25:07.519000,00074fcdac56b9a368fd3590f5185056,ios,GB,5.49353408813477,2973
2020-11-30 21:54:07.519000,00074fcdac56b9a368fd3590f5185056,ios,GB,5.49353408813477,2973
2020-11-30 16:44:07.519000,00074fcdac56b9a368fd3590f5185056,ios,GB,5.49353408813477,2973
2020-11-30 21:21:07.519000,00074fcdac56b9a368fd3590f5185056,ios,GB,5.49353408813477,2973
2020-11-23 17:00:23.852000,00076035374c0cea4f6d8cbe42d6d78a,android,US,5.10675954818726,2821
2020-11-19 19:00:25.538000,00076c0479d451713556f1e01d547bfe,android,GB,5.21644401550293,2800
2020-11-20 23:56:10.487000,00078177644d9166ceab568f32045650,ios,US,8.28220844268799,2998
2020-11-28 20:22:19.160000,00078a09dc4e3a75548c814c7de30df9,ios,US,5.49353408813477,1987
2020-11-18 22:28:35.040000,00078c629dc53911d308ea362f2d3b56,ios,US,4.69440984725952,2966
2020-11-21 11:57:10.760000,000796b5a7d73d859a21273189614071,android,GB,5.14326000213623,3610
2020-11-25 11:47:08.310000,00079eac8ae43e27aba286fe1689abd3,ios,CA,10.2272729873657,2960
2020-11-30 22:46:35.391000,0007b02aa1553cc004346c3b665dd89f,ios,GB,6.05534839630127,2833
2020-11-22 15:18:09.099000,0007c20ce9ac05e4c5a730d580a3f092,ios,US,6.05534839630127,3859
2020-11-28 13:28:45.329000,0007cfd649f22239e75dbdd920506368,ios,US,10.5303030014038,2899
2020-11-21 06:23:45.329000,0007cfd649f22239e75dbdd920506368,ios,US,10.5303030014038,2899
2020-11-25 11:01:45.329000,0007cfd649f22239e75dbdd920506368,ios,US,10.5303030014038,2899
2020-11-29 08:33:45.329000,0007cfd649f22239e75dbdd920506368,ios,US,10.5303030014038,2899
2020-11-21 05:56:45.329000,0007cfd649f22239e75dbdd920506368,ios,US,10.5303030014038,2899
2020-11-25 12:33:14.211000,0007d36574701a8d70ef78b1aa0fd7ed,ios,US,5.85857963562012,3778
2020-11-27 14:54:25.432000,0007d69d7b32ffebaf3444b938940724,ios,GB,6.0540623664856,2845
2020-11-21 20:26:32.496000,0007dc9d0fd60a52f2ecf2610da36239,android,US,5.95807075500488,3589
2020-11-25 14:52:10.507000,0007df640943025c1f4c4f00b851d486,android,GB,5.83309078216553,1725
2020-12-01 21:11:06.860000,0007fafdb3a7118c6477b82c802cc9cf,ios,US,6.46520853042603,3766
2020-11-27 14:15:16.982000,0007fcc544e2958d382b38f1c803a14f,ios,US,4.69440984725952,2965
2020-11-26 21:00:16.982000,0007fcc544e2958d382b38f1c803a14f,ios,US,4.69440984725952,2965
2020-11-26 21:19:16.982000,0007fcc544e2958d382b38f1c803a14f,ios,US,4.69440984725952,2965
2020-11-27 19:45:38.399000,0007fdb200eebd832fe0b2b518cfc61c,android,US,4.58938980102539,1868
2020-11-22 11:11:02.012000,0008014a5dd5064521f6f9053ab09b0f,ios,US,6.05534839630127,2845
2020-12-04 13:43:46.589000,0008088ec562f57925ccbbfc54f7b5b2,ios,US,4.69440984725952,989
2020-11-24 13:00:30.397000,00080e185a5518211c0d85bcbc77467a,ios,US,6.05534839630127,2845
2020-11-20 09:57:52.805000,000811dd9d7478a16721d4a2aca121af,ios,US,5.49353408813477,1987
2020-11-29 14:31:09.306000,00081731ee44c9134fce5e9376a3f6c0,ios,CA,5.49353408813477,2973
2020-12-07 15:24:55.186000,00081a3a537ff72bcccfa749533db5d8,ios,US,3.99962377548218,2013
2020-11-21 09:54:02.275000,00081fb805b2ba93c8e9074068208262,ios,US,9.69696998596191,1988
2020-11-21 11:05:18.108000,00082521a3c0a072046498e1ccce18a4,android,US,5.3238263130188,3643
2020-11-18 10:24:54.599000,000829903f9e3acad270e7bce21c97bb,ios,US,3.99962377548218,2013
2020-11-30 21:59:51.412000,000836a059df9232cd47189c17ba6470,ios,US,4.69440984725952,2966
2020-11-21 19:26:38.869000,0008465fe2b343c8395ec3c80c721712,ios,US,6.46520853042603,3758
2020-11-29 14:03:44.903000,00084f1deb11caa635577514f1fdb06a,ios,US,4.69440984725952,2002
2020-11-16 10:59:18.643000,0008654631ae5ddb129c054b688331c9,ios,US,6.46520853042603,3758
2020-11-19 11:15:35.519000,000882e7383c189d9726692738ad451b,ios,US,5.85857963562012,3770
2020-12-04 17:48:05.762000,00088838453fd49def5fea0ca21e1781,ios,US,8.28220844268799,2998
2020-12-05 12:55:35.803000,00088a11247fdb635a75d3c05a495f54,ios,GB,4.68639087677002,2010
2020-11-21 12:21:32.101000,00088b82ce0f93107515fde017392208,android,US,5.74988889694214,7717
2020-11-16 17:23:35.601000,0008964abadee3f50f6106664107aa9c,ios,US,4.69440984725952,2010
2020-11-21 20:26:15.222000,00089c11fa47ccec3de487a7ba9f50c5,android,US,5.14326000213623,3347
2020-11-30 19:27:28.581000,0008b7e51ad1855ddc478d78571559ef,android,CA,6.2314829826355,5509
2020-11-30 19:21:52.426000,0008c37c516c2a51c544a1d5abe3aa42,ios,US,9.08302307128906,5711
2020-11-30 00:25:52.426000,0008c37c516c2a51c544a1d5abe3aa42,ios,US,9.08302307128906,5711
2020-11-24 11:56:04.823000,0008c559483c5ef2b4cefc498506eea4,ios,GB,4.69440984725952,2001
2020-11-24 19:28:04.823000,0008c559483c5ef2b4cefc498506eea4,ios,GB,4.69440984725952,2001
2020-11-24 10:23:04.823000,0008c559483c5ef2b4cefc498506eea4,ios,GB,4.69440984725952,2001
2020-11-30 20:28:14.129000,0008d6b0e023897b8fdeae5d1d591935,android,GB,6.0455584526062,2670
2020-12-01 15:35:53.821000,0008d827f571cd8f50d6f99041bf3e81,android,US,5.33515787124634,7592
2020-11-23 15:32:46.327000,0008dff5226b03b858c6152f5e86ef16,ios,US,4.69440984725952,2002
2020-11-25 20:37:03.193000,0008e0e39c08a9edc6494e4bdf8dee62,android,AU,5.77119493484497,7425
2020-11-30 11:26:16.648000,0008e220a469440da637ff7de1000e66,android,US,4.58938980102539,1730
2020-12-05 17:38:50.135000,0008fcb6ce65f68d8a2a9e50003e1d0c,android,US,5.1939001083374,1704
2020-11-19 22:19:41.859000,000927d7c3c6a4a7ac3d9e7c4b488332,ios,US,4.69440984725952,2966
2020-11-28 09:37:23.155000,0009301a0c25f5d0f600362f9bcc1c72,ios,US,8.2307653427124,3705
2020-11-23 10:43:59.481000,000934678c30cbe3c14f6cfbf6cf2558,android,GB,4.58939027786255,3537
2020-11-21 19:43:15.960000,000934678c30cbe3c14f6cfbf6cf2558,android,GB,4.58939027786255,3537
2020-11-25 13:04:08.464000,00093c04462246abfee88e7ba78091b7,ios,US,6.05534839630127,3859
2020-11-16 10:10:56.171000,000948918c5ed8e1dd02e3c8fcbcae8e,ios,US,6.05534839630127,3859
2020-11-17 08:04:59.447000,000948918c5ed8e1dd02e3c8fcbcae8e,ios,US,6.05534839630127,3859
2020-11-18 09:02:00.032000,000948918c5ed8e1dd02e3c8fcbcae8e,ios,US,6.05534839630127,3859
2020-11-16 08:50:56.171000,000948918c5ed8e1dd02e3c8fcbcae8e,ios,US,6.05534839630127,3859
2020-11-17 11:26:59.447000,000948918c5ed8e1dd02e3c8fcbcae8e,ios,US,6.05534839630127,3859
2020-11-22 15:56:48.254000,000948bdaeb27e3ec78b832503f3b4f9,ios,US,6.46520853042603,3766
2020-11-30 20:56:07.893000,0009659407cf9ccfd72f3789e301dcaa,ios,US,6.46520853042603,3758
2020-12-01 16:23:43.191000,000992b2b158df8f981acdc5f10e5b54,ios,US,8.2307653427124,5737
2020-11-26 23:36:46.125000,0009984252731d1c12ce89554b7195e6,ios,US,5.49353408813477,2973
2020-11-15 10:49:01.091000,0009a749e941af36e03024d7617a73a0,ios,CA,5.49353408813477,1989
2020-11-27 20:01:22.098000,0009aeccd5ab98197cd6e00f2ba78e52,android,US,5.04606580734253,7469
2020-11-26 23:34:18.139000,0009b3377501bd4802e55b61150b32f4,android,US,5.24501705169678,1730
2020-12-06 00:42:26.965000,0009c73e0717c32bce98cd8ff6e3532c,ios,US,6.46520853042603,3766
2020-12-05 20:40:00.970000,0009cac8da05e23249798361c9bdb5de,android,US,5.74988889694214,2811
2020-11-22 11:56:52.090000,0009dcbc2dce40364a261851e76287cf,ios,US,6.0540623664856,3859
2020-11-19 00:13:07.829000,0009de307160caef60a0203fa8a9f154,ios,US,6.46520853042603,3766
2020-11-28 15:06:12.610000,0009e8aa9bf4a7236a45735a288edd9f,ios,US,5.49353408813477,3000
2020-12-05 00:17:46.195000,0009f7e6b25dbb2d10fdd321a4c874c2,android,CA,5.79339599609375,5608
2020-11-22 19:59:28.031000,000a01e9ead13a95fc7c7c8abd065c1a,ios,US,6.05534839630127,2845
2020-11-22 14:19:28.031000,000a01e9ead13a95fc7c7c8abd065c1a,ios,US,6.05534839630127,2845
2020-11-27 15:03:57.064000,000a13bc2526eb67290811e057616061,ios,US,6.05534839630127,2831
2020-11-22 21:25:35.145000,000a1652df2911792e8c99e8d38159ed,ios,US,6.0540623664856,2845
2020-11-21 11:24:09.225000,000a24b247a458897f3347327e0ad3a7,ios,US,9.69696998596191,2924
2020-11-22 15:32:09.225000,000a24b247a458897f3347327e0ad3a7,ios,US,9.69696998596191,2924
2020-11-24 11:49:23.134000,000a2f5321d1b0ede45e5feed7c7e76a,ios,US,4.69440984725952,2007
2020-11-20 17:42:03.400000,000a42bce70add2f6df9dc4309e23ee4,ios,CA,8.28220844268799,2999
2020-11-20 17:52:03.400000,000a42bce70add2f6df9dc4309e23ee4,ios,CA,8.28220844268799,2999
